id,advertiser,started,days_running,hook,offer,copy,domain,cta
1614319307140776,J7506v-en.myshopify.com,"Sep 20, 2026",0,direct_offer,other_product,carlito-store-4.myshopify,,
1824139528946976,J7506v-en.myshopify.com,"Sep 20, 2026",0,direct_offer,other_product,carlito-store-4.myshopify,,
1089407473809287,Heddz.co,"Sep 20, 2026",0,direct_offer,other_product,Try the trio for 39% off,,
934641679707973,Heddz.co,"Sep 20, 2026",0,direct_offer,other_product,Try the trio for 39% off,,
1613837896864634,Heddz.co,"Sep 20, 2026",0,direct_offer,other_product,Try the trio for 39% off,,
1417687706987125,The Inexcepted Co,"Sep 20, 2026",0,,,,,
1066444952762967,Ypzvx,"Sep 20, 2026",0,,,,,
1634942098080747,Ypzvx,"Sep 20, 2026",0,,,,,
965007409992118,Ypzvx,"Sep 20, 2026",0,,,,,
991104333997622,Ypzvx,"Sep 20, 2026",0,,,,,
1256609843297816,Ypzvx,"Sep 20, 2026",0,,,,,
1804794663885542,Ypzvx,"Sep 20, 2026",0,,,,,
2453156815208116,Salvador Mata,"Sep 20, 2026",0,direct_offer,other_product,AirPods Max,,
1453522870172605,Live Translator GP,"Sep 20, 2026",0,curiosity_claim,saas_subscription,🌍Традиция в реальном времени с вашим телефоном или вашими AirPods.,,
1095915376246623,Live Translator GP,"Sep 20, 2026",0,curiosity_claim,saas_subscription,🌍Традиция в реальном времени с вашим телефоном или вашими AirPods.,,
1410156334406896,Live Translator GP,"Sep 20, 2026",0,direct_offer,saas_subscription,🌍Real-Time Translation with Your Phone or AirPods.,,
942884865538034,Live Translator GP,"Sep 20, 2026",0,direct_offer,saas_subscription,🌍Real-Time Translation with Your Phone or AirPods.,,
1092710189862756,Live Translator GP,"Sep 20, 2026",0,direct_offer,saas_subscription,🌍Real-Time Translation with Your Phone or AirPods.,,
1106578908982901,Live Translator GP,"Sep 20, 2026",0,direct_offer,other_product,🌍Real-Time Translation with Your Phone or AirPods.,,
1537515114846311,Speak Without Borders,"Sep 20, 2026",0,direct_offer,saas_subscription,🌍Real-Time Translation with Your iPhone or AirPods.,,
4620417998179636,Speak Without Borders,"Sep 20, 2026",0,direct_offer,saas_subscription,🌍Real-Time Translation with Your iPhone or AirPods.,,
2155969968289560,Speak Without Borders,"Sep 20, 2026",0,direct_offer,saas_subscription,🌍Real-Time Translation with Your iPhone or AirPods.,,
1991668948149848,Speak Without Borders,"Sep 20, 2026",0,direct_offer,saas_subscription,🌍Real-Time Translation with Your iPhone or AirPods.,,
2069139830377102,InstantTranslator 01,"Sep 20, 2026",0,,,,,
1770953937448865,InstantTranslator 01,"Sep 20, 2026",0,,,,,
